dst,rtt,ttl
192.168.0.1,0.10654497146606445,1
192.168.0.1,0.04892611503601074,1
192.168.0.1,0.058669328689575195,1
192.168.0.1,0.06377220153808594,1
192.168.0.1,0.047908782958984375,1
192.168.0.1,0.06389260292053223,1
NA,NA,1
192.168.0.1,0.0993645191192627,1
NA,NA,1
192.168.0.1,0.06827759742736816,1
NA,NA,1
192.168.0.1,0.12384295463562012,1
NA,NA,1
192.168.0.1,0.06810212135314941,1
NA,NA,1
192.168.0.1,0.08769488334655762,1
192.168.0.1,0.056307315826416016,1
NA,NA,1
192.168.0.1,0.12394523620605469,1
NA,NA,1
192.168.0.1,0.15165948867797852,1
NA,NA,1
192.168.0.1,0.08025431632995605,1
NA,NA,1
192.168.0.1,0.07187676429748535,1
NA,NA,1
192.168.0.1,0.08074569702148438,1
NA,NA,1
192.168.0.1,0.08311843872070312,1
192.168.0.1,0.0720212459564209,1
NA,NA,1
192.168.0.1,0.09239554405212402,1
10.0.0.2,0.06359243392944336,2
10.0.0.2,0.04785728454589844,2
10.0.0.2,0.0518496036529541,2
10.0.0.2,0.06383395195007324,2
10.0.0.2,0.05612993240356445,2
10.0.0.2,0.04734063148498535,2
10.0.0.2,0.05983924865722656,2
10.0.0.2,0.059702157974243164,2
10.0.0.2,0.05581164360046387,2
10.0.0.2,0.05204296112060547,2
10.0.0.2,0.056450605392456055,2
10.0.0.2,0.05477619171142578,2
10.0.0.2,0.05177903175354004,2
10.0.0.2,0.05571627616882324,2
10.0.0.2,0.06795644760131836,2
10.0.0.2,0.0640263557434082,2
10.0.0.2,0.047693729400634766,2
10.0.0.2,0.06405162811279297,2
10.0.0.2,0.04771828651428223,2
10.0.0.2,0.06763219833374023,2
10.0.0.2,0.04012942314147949,2
10.0.0.2,0.0680854320526123,2
10.0.0.2,0.051212310791015625,2
10.0.0.2,0.05177783966064453,2
10.0.0.2,0.04378151893615723,2
10.0.0.2,0.07187891006469727,2
10.0.0.2,0.04796314239501953,2
10.0.0.2,0.04414057731628418,2
10.0.0.2,0.05123305320739746,2
10.0.0.2,0.05195784568786621,2
10.0.0.2,0.0877375602722168,2
10.0.0.2,0.05974912643432617,2
181.88.172.60,0.08773517608642578,3
181.88.172.60,0.07182550430297852,3
181.88.172.60,0.0799567699432373,3
181.88.172.60,0.07564997673034668,3
181.88.172.60,0.10416436195373535,3
181.88.172.60,0.07984375953674316,3
181.88.172.60,0.08372807502746582,3
181.88.172.60,0.060117483139038086,3
181.88.172.60,0.07972264289855957,3
181.88.172.60,0.0713815689086914,3
181.88.172.60,0.05953836441040039,3
181.88.172.60,0.07973074913024902,3
181.88.172.60,0.10004353523254395,3
181.88.172.60,0.07989382743835449,3
181.88.172.60,0.06383490562438965,3
181.88.172.60,0.08386015892028809,3
