dst,rtt,ttl
192.168.0.1,0.12174320220947266,1
192.168.0.1,0.06594967842102051,1
192.168.0.1,0.05404973030090332,1
192.168.0.1,0.0740664005279541,1
192.168.0.1,0.06606841087341309,1
192.168.0.1,0.07374954223632812,1
192.168.0.1,0.059397220611572266,1
192.168.0.1,0.05446290969848633,1
192.168.0.1,0.0501255989074707,1
192.168.0.1,0.04591488838195801,1
192.168.0.1,0.054161787033081055,1
192.168.0.1,0.05387473106384277,1
192.168.0.1,0.06994152069091797,1
192.168.0.1,0.05428028106689453,1
192.168.0.1,0.05054211616516113,1
192.168.0.1,0.06149768829345703,1
192.168.0.1,0.058737754821777344,1
192.168.0.1,0.06935763359069824,1
192.168.0.1,0.05438876152038574,1
192.168.0.1,0.05765485763549805,1
192.168.0.1,0.05850982666015625,1
192.168.0.1,0.06975841522216797,1
192.168.0.1,0.07065153121948242,1
192.168.0.1,0.053670406341552734,1
192.168.0.1,0.07485651969909668,1
192.168.0.1,0.07406473159790039,1
192.168.0.1,0.05396294593811035,1
192.168.0.1,0.06262063980102539,1
192.168.0.1,0.04541730880737305,1
192.168.0.1,0.046295881271362305,1
192.168.0.1,0.050440073013305664,1
192.168.0.1,0.04990506172180176,1
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
200.89.165.250,0.07570648193359375,5
200.89.165.250,0.0737905502319336,5
NA,NA,5
200.89.165.250,0.45081043243408203,5
200.89.165.250,0.0862736701965332,5
200.89.165.250,0.05783653259277344,5
200.89.165.250,0.07869148254394531,5
200.89.165.250,0.09394192695617676,5
200.89.165.250,0.0863809585571289,5
200.89.165.250,0.08612680435180664,5
200.89.165.250,0.08610677719116211,5
200.89.165.250,0.06238126754760742,5
200.89.165.250,0.0700373649597168,5
200.89.165.250,0.08261704444885254,5
200.89.165.250,0.06209993362426758,5
200.89.165.250,0.07027101516723633,5
200.89.165.250,0.07754731178283691,5
200.89.165.250,0.07820892333984375,5
200.89.165.250,0.05536603927612305,5
200.89.165.250,0.06358051300048828,5
200.89.165.250,0.08615279197692871,5
200.89.165.250,0.08613014221191406,5
200.89.165.250,0.07810401916503906,5
200.89.165.250,0.0902717113494873,5
200.89.165.250,0.08595466613769531,5
200.89.165.250,0.1024472713470459,5
200.89.165.250,0.11002612113952637,5
200.89.165.250,0.09408092498779297,5
200.89.165.250,0.06651020050048828,5
200.89.165.250,0.14198756217956543,5
200.89.165.250,0.11832499504089355,5
200.89.165.250,0.08174014091491699,5
185.70.203.32,0.0582280158996582,6
185.70.203.32,0.1257798671722412,6
185.70.203.32,0.08350276947021484,6
185.70.203.32,0.13006901741027832,6
185.70.203.32,0.055185794830322266,6
185.70.203.32,0.05785632133483887,6
185.70.203.32,0.054291725158691406,6
185.70.203.32,0.07002687454223633,6
185.70.203.32,0.07416892051696777,6
185.70.203.32,0.08202171325683594,6
185.70.203.32,0.07401132583618164,6
185.70.203.32,0.06599164009094238,6
185.70.203.32,0.06212449073791504,6
185.70.203.32,0.05778312683105469,6
185.70.203.32,0.08616137504577637,6
185.70.203.32,0.062126874923706055,6
185.70.203.32,0.049785614013671875,6
185.70.203.32,0.062256574630737305,6
185.70.203.32,0.05784034729003906,6
185.70.203.32,0.04233551025390625,6
185.70.203.32,0.04727888107299805,6
185.70.203.32,0.0679025650024414,6
185.70.203.32,0.05526328086853027,6
NA,NA,6
185.70.203.32,0.05843520164489746,6
185.70.203.32,0.06223607063293457,6
185.70.203.32,0.05002021789550781,6
185.70.203.32,0.05432391166687012,6
185.70.203.32,0.07840824127197266,6
185.70.203.32,0.04202389717102051,6
185.70.203.32,0.06223797798156738,6
185.70.203.32,0.08597898483276367,6
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
NA,NA,7
134.159.61.25,0.2957291603088379,8
134.159.61.25,0.31917595863342285,8
134.159.61.25,0.29909539222717285,8
134.159.61.25,0.2860591411590576,8
134.159.61.25,0.2540006637573242,8
134.159.61.25,0.27489614486694336,8
134.159.61.25,0.26596975326538086,8
134.159.61.25,0.3498721122741699,8
134.159.61.25,0.29376983642578125,8
134.159.61.25,0.3218810558319092,8
134.159.61.25,0.2980079650878906,8
134.159.61.25,0.290302038192749,8
134.159.61.25,0.3182530403137207,8
134.159.61.25,0.2936365604400635,8
134.159.61.25,0.3158149719238281,8
134.159.61.25,0.2982017993927002,8
134.159.61.25,0.29845690727233887,8
134.159.61.25,0.3375108242034912,8
134.159.61.25,0.2791733741760254,8
134.159.61.25,0.3277304172515869,8
NA,NA,8
134.159.61.25,0.26680541038513184,8
134.159.61.25,0.33825087547302246,8
134.159.61.25,0.2782714366912842,8
134.159.61.25,0.3301198482513428,8
134.159.61.25,0.27486443519592285,8
134.159.61.25,0.24198412895202637,8
134.159.61.25,0.2785522937774658,8
134.159.61.25,0.30251622200012207,8
134.159.61.25,0.3176872730255127,8
134.159.61.25,0.40248870849609375,8
134.159.61.25,0.30958127975463867,8
202.84.143.29,0.3059871196746826,9
