dst,rtt,ttl
192.168.0.1,0.4359264373779297,1
192.168.0.1,0.04808378219604492,1
192.168.0.1,0.04688668251037598,1
192.168.0.1,0.03989601135253906,1
192.168.0.1,0.043973684310913086,1
192.168.0.1,0.031719207763671875,1
192.168.0.1,0.05636763572692871,1
192.168.0.1,0.04726886749267578,1
192.168.0.1,0.045313358306884766,1
192.168.0.1,0.050455331802368164,1
192.168.0.1,0.04000973701477051,1
192.168.0.1,0.04361724853515625,1
192.168.0.1,0.047858238220214844,1
192.168.0.1,0.03977394104003906,1
192.168.0.1,0.04791069030761719,1
192.168.0.1,0.044039249420166016,1
192.168.0.1,0.05162787437438965,1
192.168.0.1,0.06792950630187988,1
192.168.0.1,0.04787015914916992,1
192.168.0.1,0.043822288513183594,1
192.168.0.1,0.04778242111206055,1
192.168.0.1,0.052210092544555664,1
192.168.0.1,0.05564761161804199,1
192.168.0.1,0.04376626014709473,1
192.168.0.1,0.035709381103515625,1
192.168.0.1,0.043730974197387695,1
192.168.0.1,0.04375410079956055,1
192.168.0.1,0.045056819915771484,1
192.168.0.1,0.04644060134887695,1
192.168.0.1,0.04192972183227539,1
192.168.0.1,0.04177594184875488,1
192.168.0.1,0.03983020782470703,1
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,2
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,3
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
NA,NA,4
200.89.165.222,0.05626201629638672,5
200.89.165.222,0.05537772178649902,5
200.89.165.222,0.03978896141052246,5
200.89.165.222,0.05181121826171875,5
200.89.165.222,0.0569148063659668,5
200.89.165.222,0.058927297592163086,5
200.89.165.222,0.055642127990722656,5
200.89.165.222,0.0681452751159668,5
200.89.165.222,0.05575251579284668,5
200.89.165.222,0.05968451499938965,5
200.89.165.222,0.06013059616088867,5
200.89.165.222,0.052819252014160156,5
200.89.165.222,0.05474233627319336,5
200.89.165.222,0.04590106010437012,5
200.89.165.222,0.05786848068237305,5
200.89.165.222,0.04373335838317871,5
200.89.165.222,0.06380581855773926,5
200.89.165.222,0.06784343719482422,5
200.89.165.222,0.06379175186157227,5
200.89.165.222,0.05182695388793945,5
200.89.165.222,0.060143470764160156,5
200.89.165.222,0.04754924774169922,5
200.89.165.222,0.047873735427856445,5
200.89.165.222,0.05571794509887695,5
200.89.165.222,0.0599522590637207,5
200.89.165.222,0.059967756271362305,5
200.89.165.222,0.055747032165527344,5
200.89.165.222,0.0477137565612793,5
200.89.165.222,0.05176496505737305,5
200.89.165.222,0.059838056564331055,5
200.89.165.222,0.055577754974365234,5
200.89.165.222,0.05984139442443848,5
190.216.88.33,0.04787135124206543,6
190.216.88.33,0.051841020584106445,6
190.216.88.33,0.057111263275146484,6
190.216.88.33,0.05088233947753906,6
190.216.88.33,0.04789900779724121,6
190.216.88.33,0.051711320877075195,6
190.216.88.33,0.04754900932312012,6
190.216.88.33,0.05614733695983887,6
190.216.88.33,0.05167102813720703,6
190.216.88.33,0.047704458236694336,6
190.216.88.33,0.05169200897216797,6
190.216.88.33,0.056134700775146484,6
190.216.88.33,0.05545520782470703,6
190.216.88.33,0.3639693260192871,6
190.216.88.33,0.05584406852722168,6
190.216.88.33,0.06773614883422852,6
190.216.88.33,0.06386280059814453,6
190.216.88.33,0.05188274383544922,6
190.216.88.33,0.047931671142578125,6
190.216.88.33,0.055753469467163086,6
190.216.88.33,0.0557093620300293,6
190.216.88.33,0.052216529846191406,6
190.216.88.33,0.04752993583679199,6
190.216.88.33,0.05989408493041992,6
190.216.88.33,0.05191779136657715,6
190.216.88.33,0.0396726131439209,6
190.216.88.33,0.05237579345703125,6
190.216.88.33,0.07126307487487793,6
190.216.88.33,0.06383466720581055,6
190.216.88.33,0.044062137603759766,6
190.216.88.33,0.06770038604736328,6
190.216.88.33,0.05970931053161621,6
67.17.99.233,0.18368148803710938,7
67.17.99.233,0.18088364601135254,7
67.17.99.233,0.19083452224731445,7
67.17.99.233,0.18374848365783691,7
67.17.99.233,0.1912078857421875,7
67.17.99.233,0.20060396194458008,7
67.17.99.233,0.1745455265045166,7
67.17.99.233,0.1771068572998047,7
67.17.99.233,0.18802952766418457,7
67.17.99.233,0.18759489059448242,7
67.17.99.233,0.1784360408782959,7
67.17.99.233,0.1811213493347168,7
67.17.99.233,0.17817115783691406,7
67.17.99.233,0.17262959480285645,7
67.17.99.233,0.20355796813964844,7
67.17.99.233,0.18622398376464844,7
67.17.99.233,0.17805862426757812,7
67.17.99.233,0.18442726135253906,7
67.17.99.233,0.17177939414978027,7
67.17.99.233,0.20012640953063965,7
67.17.99.233,0.1825113296508789,7
67.17.99.233,0.17910408973693848,7
67.17.99.233,0.189711332321167,7
67.17.99.233,0.1757042407989502,7
67.17.99.233,0.17992687225341797,7
67.17.99.233,0.18404817581176758,7
67.17.99.233,0.17417430877685547,7
67.17.99.233,0.17969226837158203,7
67.17.99.233,0.18141674995422363,7
67.17.99.233,0.18010711669921875,7
67.17.99.233,0.1756291389465332,7
67.17.99.233,0.17574667930603027,7
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,8
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
4.69.207.33,0.1438310146331787,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
NA,NA,9
213.248.84.80,0.1721665859222412,10
213.248.84.80,0.1975879669189453,10
213.248.84.80,0.17524266242980957,10
213.248.84.80,0.17960381507873535,10
213.248.84.80,0.18457484245300293,10
213.248.84.80,0.17742013931274414,10
213.248.84.80,0.18619894981384277,10
213.248.84.80,0.1849524974822998,10
213.248.84.80,0.1751847267150879,10
213.248.84.80,0.18743276596069336,10
213.248.84.80,0.19235563278198242,10
213.248.84.80,0.18137621879577637,10
213.248.84.80,0.1839146614074707,10
213.248.84.80,0.17235016822814941,10
213.248.84.80,0.17989826202392578,10
213.248.84.80,0.18492484092712402,10
213.248.84.80,0.18506455421447754,10
213.248.84.80,0.1867082118988037,10
213.248.84.80,0.18321871757507324,10
213.248.84.80,0.1858987808227539,10
213.248.84.80,0.18055343627929688,10
213.248.84.80,0.16953420639038086,10
213.248.84.80,0.1679079532623291,10
213.248.84.80,0.17183160781860352,10
213.248.84.80,0.17039084434509277,10
213.248.84.80,0.17978429794311523,10
213.248.84.80,0.18528342247009277,10
213.248.84.80,0.17222332954406738,10
213.248.84.80,0.17037320137023926,10
213.248.84.80,0.18891096115112305,10
213.248.84.80,0.17604398727416992,10
213.248.84.80,0.17547607421875,10
62.115.120.176,0.31992530822753906,11
62.115.120.176,0.3160545825958252,11
62.115.120.176,0.30761122703552246,11
62.115.120.176,0.312084436416626,11
62.115.120.176,0.30642271041870117,11
62.115.120.176,0.3159749507904053,11
62.115.120.176,0.3087313175201416,11
62.115.120.176,0.30776262283325195,11
62.115.120.176,0.31507229804992676,11
62.115.120.176,0.3114664554595947,11
62.115.120.176,0.3093905448913574,11
62.115.120.176,0.30788588523864746,11
62.115.120.176,0.31571412086486816,11
62.115.120.176,0.31560683250427246,11
62.115.120.176,0.3060905933380127,11
62.115.120.176,0.30683135986328125,11
62.115.120.176,0.30272650718688965,11
62.115.120.176,0.3116879463195801,11
62.115.120.176,0.299715518951416,11
62.115.120.176,0.315126895904541,11
62.115.120.176,0.3124868869781494,11
62.115.120.176,0.30431628227233887,11
62.115.120.176,0.3117494583129883,11
62.115.120.176,0.311657190322876,11
62.115.120.176,0.3197801113128662,11
62.115.120.176,0.3041822910308838,11
62.115.120.176,0.31147265434265137,11
62.115.120.176,0.3077681064605713,11
62.115.120.176,0.3119237422943115,11
62.115.120.176,0.31014227867126465,11
62.115.120.176,0.3136739730834961,11
62.115.120.176,0.31183457374572754,11
62.115.112.243,0.30214881896972656,12
62.115.112.243,0.3102755546569824,12
62.115.112.243,0.29494333267211914,12
62.115.112.243,0.32366037368774414,12
62.115.112.243,0.3197345733642578,12
62.115.112.243,0.2998056411743164,12
62.115.112.243,0.29986095428466797,12
62.115.112.243,0.3198812007904053,12
62.115.112.243,0.29990410804748535,12
62.115.112.243,0.3076179027557373,12
62.115.112.243,0.29192352294921875,12
62.115.112.243,0.3078019618988037,12
62.115.112.243,0.3040163516998291,12
62.115.112.243,0.2956681251525879,12
62.115.112.243,0.3078939914703369,12
62.115.112.243,0.2997574806213379,12
62.115.112.243,0.2994663715362549,12
62.115.112.243,0.314863920211792,12
62.115.112.243,0.3083760738372803,12
62.115.112.243,0.3124556541442871,12
62.115.112.243,0.3018496036529541,12
62.115.112.243,0.304887056350708,12
62.115.112.243,0.29979777336120605,12
62.115.112.243,0.3025059700012207,12
62.115.112.243,0.3011164665222168,12
62.115.112.243,0.30495142936706543,12
62.115.112.243,0.3080141544342041,12
62.115.112.243,0.2976655960083008,12
62.115.112.243,0.30516505241394043,12
62.115.112.243,0.3098182678222656,12
62.115.112.243,0.30542922019958496,12
62.115.112.243,0.30510592460632324,12
62.115.123.12,0.3076040744781494,13
62.115.123.12,0.30764126777648926,13
62.115.123.12,0.3120265007019043,13
62.115.123.12,0.30765700340270996,13
62.115.123.12,0.31185245513916016,13
62.115.123.12,0.2967209815979004,13
62.115.123.12,0.29680657386779785,13
62.115.123.12,0.29792213439941406,13
62.115.123.12,0.3037998676300049,13
62.115.123.12,0.3098909854888916,13
62.115.123.12,0.29384899139404297,13
62.115.123.12,0.29982566833496094,13
62.115.123.12,0.3029775619506836,13
62.115.123.12,0.30063891410827637,13
62.115.123.12,0.3081247806549072,13
62.115.123.12,0.31151914596557617,13
62.115.123.12,0.31501293182373047,13
62.115.123.12,0.3269469738006592,13
62.115.123.12,0.36548900604248047,13
62.115.123.12,0.303861141204834,13
62.115.123.12,0.3024773597717285,13
62.115.123.12,0.31000447273254395,13
62.115.123.12,0.30994677543640137,13
62.115.123.12,0.3129134178161621,13
62.115.123.12,0.30322718620300293,13
62.115.123.12,0.30695271492004395,13
62.115.123.12,0.30542445182800293,13
62.115.123.12,0.30074501037597656,13
62.115.123.12,0.31066012382507324,13
62.115.123.12,0.3082613945007324,13
62.115.123.12,0.3016092777252197,13
62.115.123.12,0.31125330924987793,13
62.115.142.47,0.30516910552978516,14
62.115.142.47,0.3162405490875244,14
62.115.142.47,0.3206658363342285,14
62.115.142.47,0.3061196804046631,14
62.115.142.47,0.31583738327026367,14
62.115.142.47,0.32143211364746094,14
62.115.142.47,0.3141453266143799,14
62.115.142.47,0.30959415435791016,14
62.115.142.47,0.3059866428375244,14
62.115.142.47,0.30930066108703613,14
62.115.142.47,0.31559062004089355,14
62.115.142.47,0.3083620071411133,14
62.115.142.47,0.33118200302124023,14
62.115.142.47,0.3130486011505127,14
62.115.142.47,0.3049452304840088,14
62.115.142.47,0.30743932723999023,14
62.115.142.47,0.3027067184448242,14
62.115.142.47,0.3135263919830322,14
62.115.142.47,0.31425976753234863,14
62.115.142.47,0.31132006645202637,14
62.115.142.47,0.30825161933898926,14
62.115.142.47,0.3144862651824951,14
62.115.142.47,0.3160219192504883,14
62.115.142.47,0.3121907711029053,14
62.115.142.47,0.3240540027618408,14
62.115.142.47,0.31596994400024414,14
62.115.142.47,0.30628299713134766,14
62.115.142.47,0.32736754417419434,14
62.115.142.47,0.3166666030883789,14
62.115.142.47,0.32019662857055664,14
62.115.142.47,0.31336164474487305,14
62.115.142.47,0.30714964866638184,14
80.239.135.137,0.3079564571380615,15
